Borough,Reporting Construction Type,All Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,Total Units
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,80,0,0,0,80,0,80
Staten Island,New Construction,80,0,0,1,81,0,81
Staten Island,Preservation,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,1,0,0,0,0,1,1
Staten Island,New Construction,24,0,0,0,24,0,115
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,536,0,0,0,536,0,536
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,1,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,57,0,0,0,57,0,57
Staten Island,New Construction,58,0,0,1,59,0,514
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,Preservation,115,0,0,0,115,0,115
Staten Island,Preservation,108,10,0,0,118,0,118
Staten Island,Preservation,131,0,0,0,131,0,131
Staten Island,Preservation,177,0,0,1,178,0,178
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,66,0,0,1,67,0,67
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,New Construction,0,1,0,0,0,1,1
Staten Island,Preservation,452,0,0,2,454,0,454
Staten Island,New Construction,1,0,0,0,0,1,1
